Protein1,Protein2
5595,5800
5887,29761
54344,8818
54776,54776
60,81
774,2783
6396,55746
7314,79184
5241,10987
23385,10813
23560,81887
147808,153657
55142,5108
11016,6874
9625,9093
5621,3309
4809,80145
10421,4809
1122,5682
11346,81
1537,4697
5925,2972
4343,1285
5597,1912
581,55968
10298,51126
219541,55031
4236,56850
326,9457
6714,2059
10418,333
5819,375791
93185,3608
1017,54205
9318,25793
3192,6156
23555,163183
83987,5830
3320,9628
1820,8554
6657,348110
9782,9987
10946,29105
3945,5830
27257,3320
978,1808
4343,6793
5501,23513
3007,8342
1994,607
2071,9412
55257,3838
7266,3364
2119,5567
8402,1314
25953,9918
3093,6047
10020,25782
5604,6416
54475,3189
2965,7905
11315,7001
1994,51187
27336,80145
2580,11346
55702,116115
634,5781
81631,23394
7014,26092
26156,10623
5470,805
9217,1327
1080,1434
7329,84186
9402,8697
2908,9611
23291,7818
708,7133
126129,56895
83987,55831
23524,4841
10614,80746
57606,51188
1915,6124
5148,5148
7297,22948
51103,83858
3054,84464
5568,5663
2801,23219
57461,51340
8548,154313
4343,9589
3608,50628
10987,8939
53615,1108
27339,9128
826,51015
11007,85397
3998,1537
5108,55857
1994,119504
6605,26039
750,375791
6821,342574
80975,10443
2033,9971
997,25793
6871,5430
7529,57619
238,2580
7879,9474
10075,11047
4091,11171
1314,4544
51079,7385
11047,5686
1488,5629
3094,231
6990,23522
4436,7178
10252,84648
10910,5347
7874,79892
30011,65979
115572,375791
4343,9349
51592,9682
152185,51602
10523,10179
2107,5682
80351,80351
362,54507
10464,11275
2874,51164
4005,30012
11103,84135
6181,6138
5601,5663
51593,6625
9532,9861
153769,3735
6138,81027
1021,23635
26118,9978
8563,9128
4343,57396
1616,26168
5071,5042
51619,11043
25929,6634
1557,7108
10569,23517
29088,64978
2618,6778
9559,112936
8451,6625
9559,284611
3320,3741
9958,7874
22826,56949
7158,29945
10594,56259
55588,6837
6657,57610
4005,112752
1964,9669
1857,55110
23476,9862
7273,26287
374291,7384
998,409
1017,9775
1408,125115
5501,10576
5515,30811
11198,8349
55697,150677
84461,79959
6303,112483
5432,79084
8471,5894
51116,51642
60561,79169
5707,11047
6890,64714
10078,56949
57038,10531
645,11199
5573,84281
60,1917
5309,4841
5589,7249
388698,5250
55755,10844
60528,11004
5878,27243
10426,10643
6727,6730
11004,5347
4255,291
26589,64960
54972,4624
7812,23193
975,6634
9325,9969
51193,58500
9905,10656
51377,3713
374291,29078
7529,5604
22908,56947
7534,9610
2936,55748
10524,2100
23291,2288
23197,51253
4843,5702
57646,5320
83987,23499
3065,5290
6045,26053
23291,1495
55290,50628
6667,914
23204,63908
5861,5876
8650,7157
29115,6829
10739,54468
200894,30000
55633,80254
7157,26058
79677,11234
64581,148534
79991,80169
29093,84545
6780,3799
4791,7311
55661,10813
1017,22948
6780,90441
6778,8202
6714,57326
11331,6134
5774,90933
2521,5094
6184,9329
6602,79027
27161,246175
84708,65997
6642,55737
1027,3024
2805,51380
55294,400569
4709,4715
5575,56655
11331,5094
10020,10253
3312,3842
10963,1854
3178,389677
7297,10656
81833,115286
5432,2962
6901,655
4110,22980
7276,27097
55660,57187
23243,4791
1374,3164
7157,3312
25953,4047
25923,9554
10642,6727
50717,50813
4343,9129
5071,7425
1994,55132
1051,817
7415,7251
6385,6449
1017,51514
128308,65008
5274,9191
6194,7150
6199,5702
7157,6137
5104,5104
9218,7385
8892,4670
79847,375791
57862,171483
3320,818
83987,27340
5108,23085
2559,5626
335,55034
4343,10554
27043,10040
89,89
139628,1859
10514,6208
5966,25885
6628,8563
1080,8411
3337,5481
7347,10449
29088,64981
7515,10038
200894,56912
90780,8451
55869,9919
55702,6318
27018,9618
4323,60
6428,6520
10989,5250
23144,5976
84866,55699
1642,79172
7415,56902
10987,117531
1974,8668
80179,64423
1050,688
221,3029
2099,161
9391,129401
54148,25852
10170,63917
3692,8565
6197,9223
27076,27069
23291,25926
56474,3297
8639,79056
8453,7277
54476,9246
5970,80279
6878,3065
10992,5094
10521,6629
4189,55312
6670,6596
1994,23215
27086,103910
24140,4738
8678,53635
6045,51340
22848,983
5713,5711
55998,10574
1994,7259
3191,6124
6880,6874
64976,83896
129685,51616
23450,6625
3251,8764
1994,54989
1459,4691
5733,115704
93185,6949
57332,3608
55611,7314
55011,9894
51367,80817
10818,27289
51010,4300
3608,22913
10642,11338
128866,5573
10946,57461
1080,4000
23168,7319
875,1616
2288,2908
10528,3007
9119,91694
3219,4188
4869,65080
6667,2103
4528,4791
4691,5994
7384,7385
975,6793
5691,5691
116840,84260
10342,80778
10514,6132
1460,55759
57332,9329
11338,9589
11128,8467
57332,54512
5599,4137
51639,8896
4223,4604
1459,84233
5199,83896
7384,6636
4343,64429
81631,8878
1213,23644
4223,27042
4089,55660
2100,4087
3767,54629
7818,4528
10061,1654
3381,6095
3667,5597
9533,4793
26046,6890
4221,3308
2832,66037
1642,10946
93100,125115
10016,7251
25818,7277
152185,55142
4221,2670
10910,10193
6199,10128
79784,10627
60314,26275
28977,29093
83987,476
10014,7531
1647,84467
57187,23567
7351,7532
9252,3024
10440,9001
5733,10921
1748,9533
1627,1211
27089,4715
7384,10856
10987,9255
6117,3191
3786,3785
6119,10657
9775,5209
10014,11091
816,51367
29950,89953
3799,31
5130,6386
8905,9040
6892,1315
6199,10726
6240,55791
25929,54960
5621,4350
9276,22818
4047,10897
5058,26973
4089,9027
152185,6731
1021,10943
4110,114908
3192,84946
4709,4726
51282,780776
2801,3848
3192,65083
8678,4170
3187,9092
4188,158293
3191,26065
5833,79831
1915,6132
2011,5524
8543,155368
1387,3206
3183,56949
6657,123169
128866,54475
79600,3309
1827,23326
6199,2956
6708,164127
3191,7284
11004,1059
84649,267
4343,55827
9212,1642
10245,100287932
116254,92
925,1314
3608,9329
2104,10891
4343,10574
6014,805
23532,5984
55832,1655
10478,7381
55794,51382
8350,54828
5515,2235
5297,5787
51373,64976
3178,51530
7150,142
1994,10090
5599,10575
3801,90121
10921,1654
6921,6923
2078,3178
10615,201181
5702,7164
51021,54534
8192,8192
5071,5594
23136,8890
4435,7022
329,55840
637,597
54165,9138
84545,9801
998,4168
60,85461
2059,55052
207,5209
6396,7188
23471,3105
741,10421
57536,64170
3621,7314
55633,125115
54894,4841
9825,5203
286075,65988
10654,6741
7157,11319
10992,58509
10482,6605
1660,6156
348,84106
8480,171568
5915,10957
2305,3376
3337,2107
81559,81559
2720,3073
10989,3192
3635,84812
10902,26156
1654,51593
4034,125115
5052,6602
5356,6631
6449,121506
8409,125115
2521,10524
1915,8021
8735,4626
8467,8932
3990,5408
56949,8220
286075,51023
58500,79759
54820,84445
9646,93643
4087,790
2799,3938
80254,10983
7329,1655
23070,5573
10490,8891
23223,3725
9045,6205
8266,9217
4089,2122
55209,151871
11007,55367
84914,147687
5496,8027
10892,8239
4843,10574
64805,50628
92305,7415
4843,5719
1938,55646
55837,11319
23450,51202
3075,7704
3192,90441
7411,81628
11043,342574
1655,6636
5052,7328
53405,58
116092,116092
1994,55159
6124,6157
5599,6688
10075,7332
5830,1891
10524,26122
23197,23204
1994,6198
11198,3312
5516,57464
5071,810
1994,51631
10419,1314
1660,6124
10519,8976
23534,3187
10498,4209
6303,7157
5663,51567
4701,5300
5705,5686
1773,71
2959,54995
23512,10856
2780,27131
10921,1659
1537,4696
6134,6629
3735,6160
120379,147687
9901,28952
4869,10949
55048,58490
10521,51070
1173,6453
23162,5601
29922,116115
5701,5685
5693,5718
4000,57092
10643,3326
1432,79740
8148,5436
6431,94104
6504,55127
9061,3149
3433,6636
7535,7535
11196,3308
57107,57107
23522,93109
875,5682
11218,6628
5501,81572
5788,925
2130,222546
2288,2288
30850,79165
57693,79654
5250,84844
6117,8939
79728,571
81603,10193
1785,219541
23107,79590
5071,1114
2739,3029
3842,3842
987,1493
3295,6742
10946,7536
9101,10714
10818,5781
6821,7381
22929,7284
55832,6949
100506742,100506742
10573,64979
6119,4350
4685,4685
79677,10390
54165,9119
9987,51001
5693,5695
55090,9969
51206,808
55061,2195
54764,84708
26206,283948
10946,9589
1938,6612
409,23524
57187,79002
55745,55317
23291,7529
473,79868
28977,51263
79865,2052
10482,55011
8548,149371
55755,28986
140456,5690
57805,23411
6634,85437
7266,3326
5708,6194
841,7132
55717,9785
81847,3309
10419,2962
11190,2155
85294,114971
23405,3191
1314,5042
7013,10419
4627,6741
23,5713
11331,7384
213,23405
11234,84343
1616,27250
10963,5481
5702,55689
10992,64960
2908,5599
6119,7874
23517,5496
50813,26094
10048,25852
23268,23268
9978,9040
5501,1514
55916,80254
4001,5584
23210,57396
6878,5931
1659,51639
10482,10096
1017,1627
9908,29889
2931,6446
10643,5976
166,6631
4153,799
5575,11140
9775,6629
6733,149461
10450,3192
9097,91782
8775,10282
2299,2194
54902,56478
5019,54511
11170,284001
6635,9343
3178,56902
59349,114898
6117,1459
23136,23524
30850,254187
6146,51631
6449,10913
80347,6198
5436,58506
10989,79084
10425,6923
3566,6778
221937,51742
2959,11128
83932,476
7529,9907
26027,26027
10142,51567
6601,342574
134492,51042
10014,5705
1676,27430
55781,7264
1994,9804
11331,5042
9349,6194
4356,114609
7415,1460
144097,169981
3767,11340
9001,9001
79058,54915
1452,6396
7917,7917
4867,84263
374291,7385
1174,93436
5936,79590
5347,5685
51117,84274
10975,4715
93185,3045
84687,5500
54764,57464
5594,1387
4236,1659
5987,55147
5303,7419
115752,23404
5108,1453
10313,10313
10240,54460
9391,65109
6657,10048
5591,3651
3735,4141
10342,54033
10594,25804
84365,55839
1660,293
5878,25978
3551,57506
6045,51602
24144,55272
10131,5704
6733,23199
51079,51300
10642,9733
11140,11275
1642,51514
5501,8036
10,23522
9344,25898
130340,8907
5698,51255
4719,5869
6311,1114
25778,1652
55294,6880
55540,9252
79159,4869
10426,826
5499,5925
10209,26019
4701,4728
4843,6634
51343,9232
55651,7189
4824,6670
1604,4713
3799,9213
3192,6223
166,27327
5631,5071
4329,92483
54939,5203
10856,85403
1315,29950
1748,3326
54629,28965
1857,220965
29088,128308
116540,64969
197257,4329
81631,6789
1974,1654
10075,23136
51741,10419
2735,5300
6601,9343
64223,10574
55832,3184
23512,10946
84197,124936
283899,125476
80764,4839
7189,5713
11338,6122
7307,9128
1460,983
6093,6093
4092,3164
1994,55027
83987,4763
8661,9140
27252,5558
5071,3326
8772,8717
10482,57650
8290,3191
3704,10963
4709,4712
55299,9933
4343,4731
7529,3621
1892,84676
4343,91272
9464,1059
9559,617
6733,9904
55630,57190
1994,134353
8453,3312
4869,3007
1981,9521
83987,9343
6733,23215
51586,6233
10285,51428
152940,202243
29110,9755
8976,26578
8687,147687
27240,27240
83987,23187
55681,6217
2874,23583
10342,6274
10987,26523
55856,51095
4087,5824
93185,6137
23468,374899
2108,144363
5300,1780
3956,8624
84866,7277
26039,116225
3312,4869
998,114793
29126,57508
567,925
80254,57591
79959,3192
6728,10527
5071,2820
3192,4839
7818,2100
4221,4627
5966,6386
55681,6124
8290,8361
1981,7189
10075,11171
29984,54039
1857,7141
84311,92259
6045,6599
975,6192
55626,5690
8350,5887
4005,22919
10399,3187
57826,81876
2060,3891
85438,51693
55720,51069
1994,9647
51253,64949
4329,4005
572,9817
4701,51079
10987,8915
145508,79649
1173,25977
29088,740
6688,7994
6495,11281
1947,6386
6733,9414
55755,9882
10921,23450
6182,64975
27232,60491
10288,3134
3184,8668
8883,5833
1994,5604
83987,7536
2130,55425
4026,7337
132141,5824
1977,1979
51263,54460
1994,115004
4089,6599
6901,2719
23410,5607
23162,64837
3054,5499
1857,81839
100,11273
10921,6629
2670,6093
79091,10128
1460,163183
4087,688
162,25977
4188,80233
6741,57037
23517,4839
25873,80279
25865,25865
5481,7536
10574,7534
998,5910
9128,51690
1459,3326
2801,23152
1742,8321
150684,1080
925,983
8565,51067
4841,200205
26043,1642
30968,6124
6625,8896
10128,1062
51069,55052
4116,5052
4926,55090
55810,23394
8379,84708
1017,8161
10539,10910
54935,6132
10521,9987
10393,8881
8313,153733
25885,4528
126119,23382
26043,7314
1994,10682
8852,10566
339390,8668
135932,6197
1994,1861
27229,7314
121441,6137
4869,8531
10482,637
5683,5690
4843,200933
7529,83732
10078,57461
3835,6778
9637,23774
57187,1660
1655,22913
23107,5250
3987,5932
55633,284001
4116,9343
6464,60
8202,4627
6657,114885
887,5626
140462,3015
26119,57486
6477,81786
145226,3927
25842,3021
26003,10542
3178,170506
8445,23635
10987,9349
7531,11140
11201,100288797
2099,60
25895,10575
27076,23214
11338,4343
55814,998
4087,5250
653,4223
790955,4716
7323,6780
11140,10724
3090,2122
9218,79830
4188,25894
6137,9782
9463,10197
65008,64981
8099,57621
410,2299
1017,10726
51377,5320
29117,5296
6160,6132
9238,24144
84612,7536
1857,285971
27339,3187
1528,1544
55832,54931
11140,51350
2521,23054
3551,4069
6199,5646
9516,11059
79650,10450
5800,6455
7329,5393
10342,128866
151194,3312
5704,5204
7157,10891
1654,51428
26354,9533
30011,9026
11116,11234
8099,55601
8266,60
5501,5499
10628,10987
7014,161
114984,142940
84640,3007
54551,7874
23512,26148
4239,6441
6688,3725
56254,3799
1153,23398
1967,79078
1080,55832
9984,8940
55588,6428
6923,23032
1912,5347
3232,91156
54148,65008
9841,11043
6449,55504
10865,85293
29123,6714
5719,8500
5693,81027
6134,6233
6132,9933
1600,54532
4946,4953
5350,487
7132,7922
5204,8559
86,10576
27250,7163
4869,54148
55168,10884
10036,8878
22828,6634
79050,10623
4848,84458
4343,51735
1511,2811
293,6132
23411,8350
166,8841
7158,8520
968,28969
7347,10413
146225,7319
2690,6777
6045,9031
26043,8451
1147,84433
1373,64949
6132,7532
118460,25782
5430,1478
55876,5037
4809,55299
1453,8202
57187,7402
5430,51593
2956,10038
64960,84311
388552,55330
396,6418
4738,3012
6484,8703
10464,55132
55168,7818
286343,3297
1994,4718
5591,6117
25824,7319
286128,9667
86,10693
29035,171483
8883,9039
5685,55717
51157,342574
84661,84661
81,2099
10987,4343
7314,10422
2671,2671
6468,5204
254187,375791
93185,3024
9378,23499
55770,29110
528,51631
7260,55233
659,658
6688,2624
1488,84080
581,840
1021,89870
84866,54972
10210,6601
25936,124220
25953,23279
51586,112950
94234,6733
5241,5241
10629,6871
79768,137209
3801,9830
9045,6208
51003,284312
22929,7163
409,208
4738,150365
1478,1488
3178,10146
9924,6157
30833,3704
10399,3560
23291,9882
4335,8440
9702,51649
7018,84464
515,23788
27236,10963
5567,8346
1994,123811
1017,5708
5698,10197
27327,83719
29922,93426
26015,11128
10921,4343
6733,9513
5894,6251
57097,115992
114034,154007
10152,388135
3799,56922
10539,55521
9630,10126
6760,23512
5140,84708
54606,117246
10146,338657
51131,6799
29126,55763
26063,2033
8900,983
3635,171425
2299,100137047
6045,79751
3184,3842
79050,9694
1736,84154
83746,5925
983,51343
5573,23432
6158,6780
56950,2099
221491,347365
488,817
10482,1915
81027,9349
5987,84340
3065,25855
9984,118924
56259,8563
3382,84932
10573,29088
657,23522
4713,11331
25793,9787
10170,491
8453,79084
1198,10419
10200,51429
5711,5698
3646,8664
5576,3615
5058,7566
140456,506
1180,1180
1017,1809
7295,6647
57787,79803
5430,63935
3033,3033
3306,5705
84612,11212
93436,10575
10992,293
3692,51602
83719,130074
3185,9785
4358,29957
55284,10210
2099,142
10927,10946
83987,154796
7415,983
51115,6464
7329,204851
51808,65244
197131,1434
989,7448
5970,6303
23549,23549
6657,10885
10208,5226
51324,83719
142678,58
1994,57609
23300,5597
9513,80318
2060,3861
10482,8720
54919,10096
6261,64841
3187,5245
5139,26953
54576,7367
5451,367
4343,6132
57175,60
9559,83692
6132,8451
8850,3308
4343,54820
23512,9451
83987,10989
5575,116225
10262,4343
84132,2235
5682,5692
89,10529
79677,51244
5058,9815
83987,7531
23392,55602
10713,51755
10075,6137
3312,10049
30850,84688
4869,55131
26019,26019
79848,51164
1660,7536
29844,148223
10362,11338
3309,6625
10342,1964
80125,137209
1050,2931
23405,6134
6386,79077
10612,84708
10499,904
10628,3791
9924,3301
23417,3417
4775,1452
3551,6132
84708,11059
80306,80306
64969,64432
9743,2904
11335,80829
10569,94104
8451,51350
3364,10987
338,9601
1994,51592
34,5701
3725,5925
3422,9453
7529,5062
84612,8540
6199,80347
84305,983
1660,6194
81027,9861
10606,4282
3364,4436
4824,147687
4292,54906
51264,64960
8451,26133
145508,84318
7534,9775
3725,6598
51263,7818
5770,27333
23371,219972
29123,84445
9908,9972
26019,420
23219,79666
5690,7277
8891,3608
9958,9101
5626,8520
116840,23019
2099,27044
7994,50640
83759,84872
4343,9533
2521,4507
26953,1315
4725,7384
26146,1915
657,658
4000,4999
23019,4849
6733,5478
26052,7840
1540,10724
10856,5499
5201,10471
51253,55720
4343,4548
55052,84311
23097,55599
6510,7133
337867,9218
5601,11281
6871,22827
340069,9217
54108,5931
51585,10978
26993,54894
6629,6632
65260,54949
5984,3608
135892,7322
5705,10197
10542,528
2099,10657
85294,126375
65265,116115
1080,5704
25980,79786
1459,5970
54361,23788
4343,79810
9530,94240
55140,134430
5595,9181
8569,10253
10482,4791
1454,199731
2010,4697
57184,55687
6303,7088
1912,4236
56888,5713
23310,7534
84676,5837
1647,81610
5371,5594
1022,4137
3309,6742
11338,58509
3396,6428
7534,23476
1387,3280
24140,80829
57554,58190
11338,79869
10628,10628
11190,79050
4087,23054
10551,117157
10844,10642
6570,338
4670,26092
64375,10014
10482,51575
1869,1017
5618,7409
8359,9978
221154,1453
51131,51588
6047,353132
1488,5563
3454,7297
85403,27125
10494,80143
925,925
1387,8841
10014,9520
8031,11043
55262,375791
23091,55717
3841,10524
1642,1642
10286,55660
3927,8928
51105,23028
2918,8554
3192,9987
8836,9203
10240,51373
56302,466
10190,23172
23287,8500
1459,9135
5719,5705
10521,51340
3309,5139
9104,3094
6999,23503
10632,27089
3735,5708
23291,65993
5034,7532
23243,4691
3550,94104
6790,7430
8048,197257
10482,56950
51755,9984
9240,85865
23048,23048
80273,3337
6558,6558
90933,90933
4137,5515
6733,79629
8559,29911
65057,1152
10140,4087
6314,9135
4725,4701
10054,57698
84612,92359
54432,55625
6464,5052
3608,6632
1058,60
7321,23087
55284,9666
6452,10320
9182,1856
9559,84916
138474,6874
10342,80759
4170,7157
80179,128866
3178,5094
4292,64761
7175,9025
5698,80011
88,26505
6117,6709
55003,6184
7013,1460
4157,5597
9463,53615
5704,5887
4223,85291
84458,3065
5499,9878
3433,3178
10528,6132
11262,22933
3178,7419
409,7881
5591,7486
873,10952
55011,661
54165,2664
8451,6632
7515,8500
8543,79739
7157,64978
6629,9785
23450,9533
55588,9440
1785,7351
10152,10163
23291,64425
7321,55223
1069,55170
84376,84376
1327,1537
1857,25937
25804,8449
3178,29088
283349,9217
4055,4591
4089,58486
5682,57159
55329,167838
5682,5987
9924,10111
10445,352954
10614,7157
29088,51649
5691,9861
79228,8559
4298,5430
10152,55909
115265,116461
7321,10612
5350,5350
10897,51001
7965,5720
24144,25804
5702,121441
3178,6635
9702,83743
116540,51373
7534,4194
7545,221718
22890,3312
2100,222546
116983,23421
84612,81790
4719,374291
25988,7307
7419,8662
7158,6602
23468,79813
1994,84193
6119,55602
51373,65993
6670,8859
117286,128209
28976,51
65264,222484
8631,8458
11043,79797
54487,10521
51272,9276
10933,5931
3320,11059
5516,57508
7529,51735
9924,140465
1173,3767
9782,30968
23524,10992
51586,6837
4670,7307
57532,6612
6657,10856
356,64333
4670,53615
51741,1478
112483,4953
84708,8997
64981,92259
1854,81876
170506,51639
4702,817
5682,200845
81890,56655
3065,64092
79228,23020
2553,286514
8202,10197
8676,10524
348,6667
5062,4633
1557,5742
4336,6386
9782,51655
11281,64927
1314,9733
51639,6628
10952,57405
55168,64979
2688,5701
4223,7516
6780,7277
3320,9252
967,975
4343,84065
331,22980
4705,4725
5245,7385
57187,9114
7534,8496
1080,5868
11137,3007
7415,27339
6477,79932
54972,9061
6576,837
60,7088
1454,25865
6194,84844
5683,7277
5822,9136
5887,4646
6790,10016
54556,57159
5300,133619
29844,115106
64981,84311
367,3326
4287,4738
6916,80142
10007,997
10054,5092
6284,6284
201633,5819
57019,523
10642,6160
27309,343637
11198,7150
54534,116540
2355,10025
9782,55703
5737,5737
396,4478
6262,817
4723,10606
1408,5707
7284,29937
7531,5504
79885,5591
84676,9958
51253,128308
9218,7381
64975,7818
4000,54901
9610,25894
125115,164127
3007,6137
51343,7157
84708,7478
10014,6897
6631,9984
5987,51204
84690,55170
3396,9093
23450,79002
2957,5962
10992,79002
6015,79801
6228,9733
7385,4719
51340,9092
2104,7088
10362,23028
5972,183
10105,7419
6631,9716
54507,256302
23085,4087
23524,56949
4791,71
1153,22827
7415,8467
10285,9775
51184,64425
4343,4833
9878,116225
26354,55003
1616,4194
3993,55677
8394,27336
83987,2011
3053,3053
63928,6549
23162,836
1017,84875
2064,27076
3326,3725
166,222546
92591,55662
5371,1460
10262,3184
3417,48
23091,91687
5990,5990
26354,293
1642,6897
5110,1454
1408,7874
983,4691
129685,2783
1994,55737
29086,5160
34,6647
3932,5787
84612,11228
1994,8202
9694,55684
5239,6888
7917,3073
1406,26051
57418,9533
409,79084
7322,89970
25901,57159
11196,331
10487,3320
4223,81671
83987,10524
7874,23613
9470,84445
10464,55758
54726,8689
6790,23053
1994,4973
3207,51053
1080,10342
7322,11074
6205,79050
6045,6045
2801,53615
4298,4302
2801,83446
55702,27339
7741,4437
126,4329
9463,127253
23417,31
998,54922
2099,1736
9987,26065
7276,5584
5698,6714
1938,3295
124995,55052
1459,10238
55832,6632
3801,5129
5733,50628
10075,760
6667,5300
24140,55920
10856,352954
3615,3692
26148,80135
23309,4204
10884,64975
25978,9525
10014,7329
83759,7468
5701,51366
6453,3267
23381,9887
54443,4627
1017,51004
9391,23160
7014,10614
9804,7189
217,217
51497,1345
53615,79027
150094,3667
10746,1738
3619,983
3661,5925
3725,3320
3707,57159
4842,55697
7284,204
6045,3550
4809,6181
4853,94240
5828,5192
1104,7307
5887,7336
1454,22994
439,8862
9942,90507
65109,4116
1017,10036
63976,114823
11137,55131
10451,6714
10897,6569
11103,6137
9129,202243
4343,1945
5589,5034
6272,79922
30011,9925
10111,4869
6667,4703
6117,10436
5241,2099
1408,7266
4343,10285
213,2155
29116,29116
10482,7307
55011,85440
80306,9282
6240,10524
10016,7534
5108,6742
8266,1213
7803,11016
6045,55324
3184,9569
55048,155368
10490,148223
5966,8398
27068,23530
3725,865
8471,7534
3090,23512
10270,6714
55630,79188
27327,4849
6399,1193
2051,4087
2801,51550
7741,57539
55349,124925
293,6745
23339,8411
153,5567
1198,115265
6102,26007
6117,10523
116540,7818
4986,55715
6119,1452
84656,147687
8818,9487
7001,7328
55284,63891
5058,983
51428,6631
9129,10946
26276,63894
1021,26168
128653,4232
27327,51741
126433,9978
10450,4236
6045,54865
1017,79074
64976,65993
4292,80125
5702,1939
4343,25988
55588,5430
11346,1072
4738,26275
2762,2762
8896,9343
3550,51690
26574,5970
374291,28976
2935,2935
5300,79959
55749,10120
94081,9868
2286,2879
54904,8290
51255,51255
3326,55161
515,4719
2801,339231
6093,51479
131034,60
2098,2098
2099,23028
335,7018
22826,9092
3178,388698
5626,8498
1654,27336
2735,10056
6573,6670
4712,7384
340069,5987
2597,7189
1654,2597
6157,6132
2938,51
3183,10514
51202,5976
6016,5900
2739,5464
8266,7353
5870,10112
6446,6507
11281,29119
7531,157285
8890,8891
5701,9054
10884,55173
4725,4722
571,4683
6651,23524
5053,7054
6629,8449
6400,10525
2801,55916
1994,7629
817,165215
10450,6431
8407,127829
23512,9092
11054,7874
5469,5594
2622,137209
5692,3181
79228,8220
9733,10762
79727,51593
9775,192111
11043,55110
1939,3035
6897,2617
11338,6134
8468,84656
55197,23028
10419,27250
7013,124245
11043,143241
3751,817
25885,5094
5594,7273
84365,54475
521,51324
1869,3164
2908,1059
6780,9868
26532,3927
7337,11047
88,3351
10284,10320
60529,60529
8266,8417
2099,10940
10569,9532
2010,3045
9525,27243
1152,7532
10422,5710
1994,7879
55920,55003
5575,79165
6217,7311
898,4683
114898,55827
23327,3093
5478,5530
1432,5609
27163,149175
10302,170685
9402,10253
27258,8220
5499,10401
359,359
22907,6137
213,5903
5830,3417
79922,91833
1406,6670
10642,3007
9975,85291
284427,91408
11281,51686
3326,3608
140461,6921
10286,10569
24144,55660
10128,8664
51639,83443
8239,10413
56623,7532
9501,10197
2108,509
4253,286514
10342,27237
836,84971
6146,1434
29123,2801
56970,9463
54850,218
28957,55052
5925,5478
10681,10693
55611,2521
5861,3948
132158,402682
23020,51202
10569,11052
9047,221656
79991,55090
5599,22796
23371,84914
6045,79813
79885,2956
6733,54457
3932,4869
58509,80145
8565,1642
9439,55257
10482,84274
790,3376
10097,56339
3838,57159
28965,51076
84955,1890
7157,23381
4867,9743
51340,51639
5970,23512
3615,93034
3702,9842
10733,115572
6158,6223
1994,81689
7158,414236
59271,201931
5591,6205
26146,1756
1017,7174
9775,3191
6045,9733
10733,10807
79600,10134
58475,54978
4791,55294
1454,3280
51428,9092
3326,9782
59343,5905
2280,10262
488,488
5025,54361
55233,171483
26206,64411
1314,5976
10818,5058
8078,54915
25953,10527
4702,84263
441549,9054
429,63973
10787,1759
5567,84687
54926,54461
7334,7334
6134,90441
55729,71
3320,153769
25906,7001
60,6598
5594,85358
4926,23476
23476,54904
54951,1645
23607,8518
29093,51263
27101,925
55832,27161
10262,51340
10713,8896
5119,51510
10419,5250
3838,3838
6431,29896
5626,83451
10014,1660
10142,374659
10642,3185
5729,5595
3192,51116
11103,6194
4188,64927
3192,26995
1660,23107
5626,6731
3326,6157
7409,836
1912,10445
6999,55233
7323,4738
837,7419
7536,10014
4298,3009
1748,50628
11052,1659
1994,60481
116540,8266
23532,8270
6310,155368
1017,23499
26043,59349
5008,708
5893,3945
160518,28989
8445,1642
55729,5371
64983,92259
79169,286499
80125,85403
7284,6122
9217,7419
7532,2931
81631,5108
987,831
2819,64841
3983,71
3191,5250
6223,28957
213,9775
56934,55364
4312,63827
4343,10137
8266,550
4627,1627
54461,125115
3396,64983
23524,79577
6117,10521
4298,23476
10240,64983
7415,10856
1314,6158
1387,4801
5432,5435
4343,4775
7415,23223
10762,5562
11326,7705
10252,147687
26984,115265
64979,65080
10014,7150
51593,56949
2931,6197
79590,51253
11043,126070
64748,91039
6730,6731
1408,10128
1460,5481
6602,1454
10262,6634
9255,9521
23107,28977
5071,3309
11190,3306
5977,605
10342,54344
6733,5719
22920,9128
509,55646
4116,3183
2597,4691
2157,3309
80764,80764
10525,6446
6119,4869
25873,3735
6531,9463
23144,64794
5876,4853
3801,154865
3320,71
55131,9221
1053,1432
80179,10575
3192,64318
4287,8850
7532,54471
3192,10813
6632,7307
3164,8313
4343,84957
1021,1600
54165,5052
54903,1314
9901,23028
65264,7844
3192,5770
51522,56947
8496,8496
4047,6713
10987,8349
10642,22907
54474,440184
3932,5728
6596,9391
79154,93100
85403,9013
11060,8661
91694,91694
10762,6812
23512,9221
22890,79339
10055,2118
10987,1938
5071,1655
9463,153527
1994,51633
1051,6599
3065,5947
4619,56950
1977,8566
10134,4478
9688,9785
6780,6730
1059,79172
3396,10128
7157,7531
6934,157556
51340,7307
27018,147687
22907,51639
8887,79931
7419,8417
79885,10528
998,197131
4722,9804
57646,9929
2071,147912
3608,6228
10245,92609
213,2550
1022,5127
51605,55192
1499,208
9045,9933
5698,5702
1499,5607
4695,4709
9477,231
51141,5717
409,8621
10135,9246
3178,27292
9131,9131
5427,5966
8453,27161
367,8202
1738,1152
79022,219854
3417,5931
5473,5594
6134,10482
55466,10525
4436,1809
51605,5962
8089,57592
132660,3181
23512,55755
10528,79922
7531,5631
5300,124790
2670,817
2002,2002
3183,348093
5710,7189
10159,7879
10482,84065
3183,388698
8697,29982
7874,23294
916,219738
